39.08367	-84.50855	Covington	US	America/New_York
51.4781	57.3552	Kuvandyk	RU	Asia/Yekaterinburg
32.87533	71.57118	DaudKhel	PK	Asia/Karachi
36.21544	65.93249	Sar-ePul	AF	Asia/Kabul
14.62578	121.12251	Antipolo	PH	Asia/Manila
3.11988	35.59642	Lodwar	KE	Africa/Nairobi
42.24113	-88.3162	CrystalLake	US	America/Chicago
41.55838	-81.56929	Collinwood	US	America/New_York
13.56667	-15.6	Farafenni	GM	Africa/Banjul
37.49073	-2.77259	Baza	ES	Europe/Madrid
39.22493	42.85693	Patnos	TR	Europe/Istanbul
57.14369	-2.09814	Aberdeen	GB	Europe/London
48.43174	17.8031	Hlohovec	SK	Europe/Bratislava
41.66394	-83.55521	Toledo	US	America/New_York
-12.91667	-39.25	Muritiba	BR	America/Bahia
48.73218	11.18709	NeuburganderDonau	DE	Europe/Berlin
43.16547	-77.70066	Gates-NorthGates	US	America/New_York
7.65649	4.92235	Efon-Alaaye	NG	Africa/Lagos
36.76639	3.47717	Boumerdas	DZ	Africa/Algiers
38.38479	-0.76773	Novelda	ES	Europe/Madrid
35.74788	-95.36969	Muskogee	US	America/Chicago
35.20889	111.73861	Changzhi	CN	Asia/Shanghai
35.74788	-95.36969	Muskogee	US	America/Chicago
20.21322	-100.88023	Salvatierra	MX	America/Mexico_City
42.67164	14.01481	RosetodegliAbruzzi	IT	Europe/Rome
49.88307	-119.48568	Kelowna	CA	America/Vancouver
-22.57306	-47.1725	ArturNogueira	BR	America/Sao_Paulo
51.64316	-0.36053	Bushey	GB	Europe/London
44.27804	-88.27205	Kaukauna	US	America/Chicago
6.9909	79.883	Hendala	LK	Asia/Colombo
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg
44.35056	142.45778	Nayoro	JP	Asia/Tokyo
-33.59217	-70.6996	SanBernardo	CL	America/Santiago
53.83333	-2.98333	Poulton-le-Fylde	GB	Europe/London
4.88441	101.96857	GuaMusang	MY	Asia/Kuala_Lumpur
-1.63333	13.58357	Franceville	GA	Africa/Libreville
9.89206	43.38531	Baki	SO	Africa/Mogadishu
34.85	117.33333	Taozhuang	CN	Asia/Shanghai
22.49396	-105.36369	Acaponeta	MX	America/Mazatlan
6.46346	-2.31938	Bibiani	GH	Africa/Accra
26.18924	-98.15529	SanJuan	US	America/Chicago
41.29444	69.67639	Parkent	UZ	Asia/Tashkent
19.32889	-99.32556	SanLorenzoAcopilco	MX	America/Mexico_City
52.47774	10.5511	Gifhorn	DE	Europe/Berlin
35.88264	-80.08199	Thomasville	US	America/New_York
10.13361	124.84472	Maasin	PH	Asia/Manila
22.49396	-105.36369	Acaponeta	MX	America/Mazatlan
9.15093	-79.62098	Chilibre	PA	America/Panama
48.77275	5.16108	Bar-le-Duc	FR	Europe/Paris
40.87329	14.43865	SommaVesuviana	IT	Europe/Rome
49.88307	-119.48568	Kelowna	CA	America/Vancouver
9.3337	122.8637	SantaCatalina	PH	Asia/Manila
34.25628	-78.04471	Leland	US	America/New_York
31.28092	74.85849	Patti	IN	Asia/Kolkata
50.76306	-1.29772	Cowes	GB	Europe/London
51.95838	4.47124	Schiebroek	NL	Europe/Amsterdam
38.96667	-0.18333	Gandia	ES	Europe/Madrid
43.2907	5.4384	Marseille11	FR	Europe/Paris
50.72043	11.34046	Rudolstadt	DE	Europe/Berlin
51.47805	6.8625	Oberhausen	DE	Europe/Berlin
41.27621	-72.86843	EastHaven	US	America/New_York
48.46458	9.22796	Pfullingen	DE	Europe/Berlin
50.71229	4.52529	Rixensart	BE	Europe/Brussels
27.52948	68.75915	KhairpurMir	PK	Asia/Karachi
51.78771	56.36091	Saraktash	RU	Asia/Yekaterinburg
60.18427	24.95034	Kallio	FI	Europe/Helsinki
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo
-21.205	-41.88778	Itaperuna	BR	America/Sao_Paulo
46.23899	-63.13414	Charlottetown	CA	America/Halifax
42.819	47.1192	Buynaksk	RU	Europe/Moscow
49.65186	26.97253	Krasyliv	UA	Europe/Kiev
24.28859	116.11768	Meizhou	CN	Asia/Shanghai
42.55308	-87.93341	PleasantPrairie	US	America/Chicago
41.94175	123.50266	Hushitai	CN	Asia/Shanghai
40.11583	67.84222	Jizzax	UZ	Asia/Samarkand
51.21187	4.25633	Beveren	BE	Europe/Brussels
43.91452	-69.96533	Brunswick	US	America/New_York
-22.57306	-47.1725	ArturNogueira	BR	America/Sao_Paulo
